x, y, vx, vy
-97.6003, 3.00001, 9.99754, 9.99754
-97.5503, 3.00001, 9.99749, 9.99749
-97.5003, 3.00001, 9.99744, 9.99744
-97.4503, 3.00001, 9.99739, 9.99739
-97.4003, 3.00001, 9.99733, 9.99733
-97.3504, 3.00001, 9.99728, 9.99728
-97.3004, 3.00001, 9.99723, 9.99723
-97.2504, 3.00001, 9.99718, 9.99718
-97.2004, 3.00001, 9.99712, 9.99712
-97.1504, 3.00001, 9.99707, 9.99707
-97.1004, 3.00001, 9.99702, 9.99702
-97.0504, 3.00001, 9.99697, 9.99697
-97.0004, 3.00001, 9.99691, 9.99691
-96.9505, 3.00001, 9.99686, 9.99686
-96.9005, 3.00001, 9.99681, 9.99681
-96.8505, 3.00002, 9.99675, 9.99675
-96.8005, 3.00002, 9.9967, 9.9967
-96.7505, 3.00002, 9.99665, 9.99665
-96.7005, 3.00002, 9.99659, 9.99659
-96.6506, 3.00002, 9.99654, 9.99654
-96.6006, 3.00002, 9.99649, 9.99649
-96.5506, 3.00002, 9.99643, 9.99643
-96.5006, 3.00002, 9.99638, 9.99638
-96.4506, 3.00002, 9.99633, 9.99633
-96.4007, 3.00002, 9.99627, 9.99627
-96.3507, 3.00002, 9.99622, 9.99622
-96.3007, 3.00002, 9.99617, 9.99617
-96.2507, 3.00002, 9.99611, 9.99611
-96.2007, 3.00002, 9.99606, 9.99606
-96.1508, 3.00002, 9.996, 9.996
-96.1008, 3.00002, 9.99595, 9.99595
-96.0508, 3.00002, 9.99589, 9.99589
-96.0008, 3.00002, 9.99584, 9.99584
-95.9508, 3.00002, 9.99579, 9.99579
-95.9009, 3.00003, 9.99573, 9.99573
-95.8509, 3.00003, 9.99568, 9.99568
-95.8009, 3.00003, 9.99562, 9.99562
-95.7509, 3.00003, 9.99557, 9.99557
-95.7009, 3.00003, 9.99551, 9.99551
-95.651, 3.00003, 9.99546, 9.99546
-95.601, 3.00003, 9.99541, 9.99541
-95.551, 3.00003, 9.99535, 9.99535
-95.501, 3.00003, 9.9953, 9.9953
-95.451, 3.00003, 9.99524, 9.99524
-95.4011, 3.00003, 9.99519, 9.99519
-95.3511, 3.00003, 9.99513, 9.99513
-95.3011, 3.00003, 9.99508, 9.99508
-95.2511, 3.00003, 9.99502, 9.99502
-95.2012, 3.00004, 9.99497, 9.99497
-95.1512, 3.00004, 9.99491, 9.99491
-95.1012, 3.00004, 9.99486, 9.99486
-95.0513, 3.00004, 9.9948, 9.9948
-95.0013, 3.00004, 9.99475, 9.99475
-94.9513, 3.00004, 9.99469, 9.99469
-94.9013, 3.00004, 9.99463, 9.99463
-94.8514, 3.00004, 9.99458, 9.99458
-94.8014, 3.00004, 9.99452, 9.99452
-94.7514, 3.00004, 9.99447, 9.99447
-94.7014, 3.00004, 9.99441, 9.99441
-94.6515, 3.00004, 9.99436, 9.99436
-94.6015, 3.00005, 9.9943, 9.9943
-94.5515, 3.00005, 9.99425, 9.99425
-94.5016, 3.00005, 9.99419, 9.99419
-94.4516, 3.00005, 9.99413, 9.99413
-94.4016, 3.00005, 9.99408, 9.99408
-94.3516, 3.00005, 9.99402, 9.99402
-94.3017, 3.00005, 9.99397, 9.99397
-94.2517, 3.00005, 9.99391, 9.99391
-94.2017, 3.00005, 9.99385, 9.99385
-94.1517, 3.00005, 9.9938, 9.9938
-94.1018, 3.00005, 9.99374, 9.99374
-94.0518, 3.00006, 9.99368, 9.99368
-94.0018, 3.00006, 9.99363, 9.99363
-93.9519, 3.00006, 9.99357, 9.99357
-93.9019, 3.00006, 9.99352, 9.99352
-93.852, 3.00006, 9.99346, 9.99346
-93.802, 3.00006, 9.9934, 9.9934
-93.752, 3.00006, 9.99335, 9.99335
-93.7021, 3.00006, 9.99329, 9.99329
-93.6521, 3.00006, 9.99323, 9.99323
-93.6021, 3.00006, 9.99318, 9.99318
-93.5522, 3.00007, 9.99312, 9.99312
-93.5022, 3.00007, 9.99306, 9.99306
-93.4522, 3.00007, 9.993, 9.993
-93.4023, 3.00007, 9.99295, 9.99295
-93.3523, 3.00007, 9.99289, 9.99289
-93.3023, 3.00007, 9.99283, 9.99283
-93.2524, 3.00007, 9.99277, 9.99277
-93.2024, 3.00007, 9.99272, 9.99272
-93.1524, 3.00007, 9.99266, 9.99266
-93.1025, 3.00008, 9.9926, 9.9926
-93.0525, 3.00008, 9.99255, 9.99255
-93.0025, 3.00008, 9.99249, 9.99249
-92.9526, 3.00008, 9.99243, 9.99243
-92.9026, 3.00008, 9.99237, 9.99237
-92.8527, 3.00008, 9.99231, 9.99231
-92.8027, 3.00008, 9.99226, 9.99226
-92.7527, 3.00008, 9.9922, 9.9922
-92.7028, 3.00009, 9.99214, 9.99214
-92.6528, 3.00009, 9.99208, 9.99208
-92.6029, 3.00009, 9.99202, 9.99202
-92.5529, 3.00009, 9.99197, 9.99197
-92.5029, 3.00009, 9.99191, 9.99191
-92.453, 3.00009, 9.99185, 9.99185
-92.403, 3.00009, 9.99179, 9.99179
-92.3531, 3.00009, 9.99173, 9.99173
-92.3031, 3.00009, 9.99167, 9.99167
-92.2532, 3.0001, 9.99162, 9.99162
-92.2032, 3.0001, 9.99156, 9.99156
-92.1532, 3.0001, 9.9915, 9.9915
-92.1033, 3.0001, 9.99144, 9.99144
-92.0533, 3.0001, 9.99138, 9.99138
-92.0034, 3.0001, 9.99132, 9.99132
-91.9534, 3.0001, 9.99126, 9.99126
-91.9035, 3.00011, 9.9912, 9.9912
-91.8535, 3.00011, 9.99114, 9.99114
-91.8035, 3.00011, 9.99108, 9.99108
-91.7536, 3.00011, 9.99102, 9.99102
-91.7036, 3.00011, 9.99097, 9.99097
-91.6537, 3.00011, 9.99091, 9.99091
-91.6037, 3.00011, 9.99085, 9.99085
-91.5537, 3.00012, 9.99079, 9.99079
-91.5038, 3.00012, 9.99073, 9.99073
-91.4538, 3.00012, 9.99067, 9.99067
-91.4039, 3.00012, 9.99061, 9.99061
-91.3539, 3.00012, 9.99055, 9.99055
-91.304, 3.00012, 9.99049, 9.99049
-91.254, 3.00012, 9.99043, 9.99043
-91.2041, 3.00013, 9.99037, 9.99037
-91.1541, 3.00013, 9.99031, 9.99031
-91.1042, 3.00013, 9.99025, 9.99025
-91.0542, 3.00013, 9.99019, 9.99019
-91.0043, 3.00013, 9.99013, 9.99013
-90.9543, 3.00013, 9.99007, 9.99007
-90.9044, 3.00013, 9.99001, 9.99001
-90.8544, 3.00014, 9.98995, 9.98995
-90.8045, 3.00014, 9.98989, 9.98989
-90.7545, 3.00014, 9.98983, 9.98983
-90.7046, 3.00014, 9.98977, 9.98977
-90.6546, 3.00014, 9.98971, 9.98971
-90.6047, 3.00014, 9.98965, 9.98965
-90.5547, 3.00015, 9.98958, 9.98958
-90.5048, 3.00015, 9.98952, 9.98952
-90.4548, 3.00015, 9.98946, 9.98946
-90.4049, 3.00015, 9.9894, 9.9894
-90.3549, 3.00015, 9.98934, 9.98934
-90.305, 3.00015, 9.98928, 9.98928
-90.255, 3.00016, 9.98922, 9.98922
-90.2051, 3.00016, 9.98916, 9.98916
-90.1552, 3.00016, 9.9891, 9.9891
-90.1052, 3.00016, 9.98903, 9.98903
-90.0553, 3.00016, 9.98897, 9.98897
-90.0053, 3.00016, 9.98891, 9.98891
-89.9554, 3.00017, 9.98885, 9.98885
-89.9054, 3.00017, 9.98879, 9.98879
-89.8555, 3.00017, 9.98873, 9.98873
-89.8056, 3.00017, 9.98866, 9.98866
-89.7556, 3.00017, 9.9886, 9.9886
-89.7057, 3.00018, 9.98854, 9.98854
-89.6557, 3.00018, 9.98848, 9.98848
-89.6058, 3.00018, 9.98842, 9.98842
-89.5558, 3.00018, 9.98835, 9.98835
-89.5059, 3.00018, 9.98829, 9.98829
-89.456, 3.00019, 9.98823, 9.98823
-89.406, 3.00019, 9.98817, 9.98817
-89.3561, 3.00019, 9.98811, 9.98811
-89.3061, 3.00019, 9.98804, 9.98804
-89.2562, 3.00019, 9.98798, 9.98798
-89.2063, 3.00019, 9.98792, 9.98792
-89.1563, 3.0002, 9.98785, 9.98785
-89.1064, 3.0002, 9.98779, 9.98779
-89.0564, 3.0002, 9.98773, 9.98773
-89.0065, 3.0002, 9.98767, 9.98767
-88.9565, 3.0002, 9.9876, 9.9876
-88.9066, 3.00021, 9.98754, 9.98754
-88.8567, 3.00021, 9.98748, 9.98748
-88.8067, 3.00021, 9.98741, 9.98741
-88.7568, 3.00021, 9.98735, 9.98735
-88.7069, 3.00021, 9.98729, 9.98729
-88.6569, 3.00022, 9.98722, 9.98722
-88.607, 3.00022, 9.98716, 9.98716
-88.5571, 3.00022, 9.9871, 9.9871
-88.5071, 3.00022, 9.98703, 9.98703
-88.4572, 3.00022, 9.98697, 9.98697
-88.4073, 3.00023, 9.9869, 9.9869
-88.3573, 3.00023, 9.98684, 9.98684
-88.3074, 3.00023, 9.98678, 9.98678
-88.2575, 3.00023, 9.98671, 9.98671
-88.2075, 3.00024, 9.98665, 9.98665
-88.1576, 3.00024, 9.98658, 9.98658
-88.1077, 3.00024, 9.98652, 9.98652
-88.0577, 3.00024, 9.98646, 9.98646
-88.0078, 3.00024, 9.98639, 9.98639
-87.9579, 3.00025, 9.98633, 9.98633
-87.9079, 3.00025, 9.98626, 9.98626
-87.858, 3.00025, 9.9862, 9.9862
-87.8081, 3.00025, 9.98613, 9.98613
-87.7581, 3.00025, 9.98607, 9.98607
-87.7082, 3.00026, 9.986, 9.986
-87.6583, 3.00026, 9.98594, 9.98594
-87.6083, 3.00026, 9.98587, 9.98587
-87.5584, 3.00026, 9.98581, 9.98581
-87.5085, 3.00027, 9.98574, 9.98574
-87.4586, 3.00027, 9.98568, 9.98568
-87.4086, 3.00027, 9.98561, 9.98561
-87.3587, 3.00027, 9.98555, 9.98555
-87.3088, 3.00028, 9.98548, 9.98548
-87.2589, 3.00028, 9.98542, 9.98542
-87.2089, 3.00028, 9.98535, 9.98535
-87.159, 3.00028, 9.98529, 9.98529
-87.1091, 3.00028, 9.98522, 9.98522
-87.0591, 3.00029, 9.98515, 9.98515
-87.0092, 3.00029, 9.98509, 9.98509
-86.9593, 3.00029, 9.98502, 9.98502
-86.9094, 3.00029, 9.98496, 9.98496
-86.8594, 3.0003, 9.98489, 9.98489
-86.8095, 3.0003, 9.98483, 9.98483
-86.7596, 3.0003, 9.98476, 9.98476
-86.7097, 3.0003, 9.98469, 9.98469
-86.6597, 3.00031, 9.98463, 9.98463
-86.6098, 3.00031, 9.98456, 9.98456
-86.5599, 3.00031, 9.98449, 9.98449
-86.51, 3.00031, 9.98443, 9.98443
-86.46, 3.00032, 9.98436, 9.98436
-86.4101, 3.00032, 9.98429, 9.98429
-86.3602, 3.00032, 9.98423, 9.98423
-86.3103, 3.00032, 9.98416, 9.98416
-86.2604, 3.00033, 9.98409, 9.98409
-86.2104, 3.00033, 9.98403, 9.98403
-86.1605, 3.00033, 9.98396, 9.98396
-86.1106, 3.00033, 9.98389, 9.98389
-86.0607, 3.00034, 9.98382, 9.98382
-86.0108, 3.00034, 9.98376, 9.98376
-85.9609, 3.00034, 9.98369, 9.98369
-85.9109, 3.00034, 9.98362, 9.98362
-85.861, 3.00035, 9.98355, 9.98355
-85.8111, 3.00035, 9.98349, 9.98349
-85.7612, 3.00035, 9.98342, 9.98342
-85.7113, 3.00036, 9.98335, 9.98335
-85.6613, 3.00036, 9.98328, 9.98328
-85.6114, 3.00036, 9.98321, 9.98321
-85.5615, 3.00036, 9.98315, 9.98315
-85.5116, 3.00037, 9.98308, 9.98308
-85.4617, 3.00037, 9.98301, 9.98301
-85.4118, 3.00037, 9.98294, 9.98294
-85.3618, 3.00037, 9.98287, 9.98287
-85.3119, 3.00038, 9.9828, 9.9828
-85.262, 3.00038, 9.98274, 9.98274
-85.2121, 3.00038, 9.98267, 9.98267
-85.1622, 3.00039, 9.9826, 9.9826
-85.1123, 3.00039, 9.98253, 9.98253
-85.0624, 3.00039, 9.98246, 9.98246
-85.0125, 3.00039, 9.98239, 9.98239
-84.9625, 3.0004, 9.98232, 9.98232
-84.9126, 3.0004, 9.98225, 9.98225
-84.8627, 3.0004, 9.98219, 9.98219
-84.8128, 3.00041, 9.98212, 9.98212
-84.7629, 3.00041, 9.98205, 9.98205
-84.713, 3.00041, 9.98198, 9.98198
-84.6631, 3.00041, 9.98191, 9.98191
-84.6132, 3.00042, 9.98184, 9.98184
-84.5633, 3.00042, 9.98177, 9.98177
-84.5133, 3.00042, 9.9817, 9.9817
-84.4634, 3.00043, 9.98163, 9.98163
-84.4135, 3.00043, 9.98156, 9.98156
-84.3636, 3.00043, 9.98149, 9.98149
-84.3137, 3.00044, 9.98142, 9.98142
-84.2638, 3.00044, 9.98135, 9.98135
-84.2139, 3.00044, 9.98128, 9.98128
-84.164, 3.00045, 9.98121, 9.98121
-84.1141, 3.00045, 9.98114, 9.98114
-84.0642, 3.00045, 9.98107, 9.98107
-84.0143, 3.00045, 9.981, 9.981
-83.9644, 3.00046, 9.98092, 9.98092
-83.9145, 3.00046, 9.98085, 9.98085
-83.8646, 3.00046, 9.98078, 9.98078
-83.8147, 3.00047, 9.98071, 9.98071
-83.7648, 3.00047, 9.98064, 9.98064
-83.7149, 3.00047, 9.98057, 9.98057
-83.665, 3.00048, 9.9805, 9.9805
-83.6151, 3.00048, 9.98043, 9.98043
-83.5651, 3.00048, 9.98036, 9.98036
-83.5152, 3.00049, 9.98028, 9.98028
-83.4653, 3.00049, 9.98021, 9.98021
-83.4154, 3.00049, 9.98014, 9.98014
-83.3655, 3.0005, 9.98007, 9.98007
-83.3156, 3.0005, 9.98, 9.98
-83.2657, 3.0005, 9.97993, 9.97993
-83.2158, 3.00051, 9.97986, 9.97986
-83.1659, 3.00051, 9.97978, 9.97978
-83.116, 3.00051, 9.97971, 9.97971
-83.0661, 3.00052, 9.97964, 9.97964
-83.0163, 3.00052, 9.97957, 9.97957
-82.9664, 3.00052, 9.97949, 9.97949
-82.9165, 3.00053, 9.97942, 9.97942
-82.8666, 3.00053, 9.97935, 9.97935
-82.8167, 3.00053, 9.97928, 9.97928
-82.7668, 3.00054, 9.9792, 9.9792
-82.7169, 3.00054, 9.97913, 9.97913
-82.667, 3.00054, 9.97906, 9.97906
-82.6171, 3.00055, 9.97898, 9.97898
-82.5672, 3.00055, 9.97891, 9.97891
-82.5173, 3.00055, 9.97884, 9.97884
-82.4674, 3.00056, 9.97876, 9.97876
-82.4175, 3.00056, 9.97869, 9.97869
-82.3676, 3.00056, 9.97862, 9.97862
-82.3177, 3.00057, 9.97854, 9.97854
-82.2678, 3.00057, 9.97847, 9.97847
-82.2179, 3.00057, 9.9784, 9.9784
-82.168, 3.00058, 9.97832, 9.97832
-82.1181, 3.00058, 9.97825, 9.97825
-82.0683, 3.00059, 9.97818, 9.97818
-82.0184, 3.00059, 9.9781, 9.9781
-81.9685, 3.00059, 9.97803, 9.97803
-81.9186, 3.0006, 9.97795, 9.97795
-81.8687, 3.0006, 9.97788, 9.97788
-81.8188, 3.0006, 9.9778, 9.9778
-81.7689, 3.00061, 9.97773, 9.97773
-81.719, 3.00061, 9.97766, 9.97766
-81.6691, 3.00061, 9.97758, 9.97758
-81.6193, 3.00062, 9.97751, 9.97751
-81.5694, 3.00062, 9.97743, 9.97743
-81.5195, 3.00063, 9.97736, 9.97736
-81.4696, 3.00063, 9.97728, 9.97728
-81.4197, 3.00063, 9.97721, 9.97721
-81.3698, 3.00064, 9.97713, 9.97713
-81.3199, 3.00064, 9.97705, 9.97705
-81.27, 3.00065, 9.97698, 9.97698
-81.2201, 3.00065, 9.9769, 9.9769
-81.1703, 3.00065, 9.97683, 9.97683
-81.1204, 3.00066, 9.97675, 9.97675
-81.0705, 3.00066, 9.97668, 9.97668
-81.0206, 3.00066, 9.9766, 9.9766
-80.9707, 3.00067, 9.97652, 9.97652
-80.9209, 3.00067, 9.97645, 9.97645
-80.871, 3.00068, 9.97637, 9.97637
-80.8211, 3.00068, 9.9763, 9.9763
-80.7712, 3.00068, 9.97622, 9.97622
-80.7213, 3.00069, 9.97614, 9.97614
-80.6715, 3.00069, 9.97607, 9.97607
-80.6216, 3.0007, 9.97599, 9.97599
-80.5717, 3.0007, 9.97591, 9.97591
-80.5218, 3.0007, 9.97584, 9.97584
-80.4719, 3.00071, 9.97576, 9.97576
-80.4221, 3.00071, 9.97568, 9.97568
-80.3722, 3.00072, 9.97561, 9.97561
-80.3223, 3.00072, 9.97553, 9.97553
-80.2724, 3.00073, 9.97545, 9.97545
-80.2225, 3.00073, 9.97537, 9.97537
-80.1727, 3.00073, 9.9753, 9.9753
-80.1228, 3.00074, 9.97522, 9.97522
-80.0729, 3.00074, 9.97514, 9.97514
-80.023, 3.00075, 9.97506, 9.97506
-79.9732, 3.00075, 9.97499, 9.97499
-79.9233, 3.00075, 9.97491, 9.97491
-79.8734, 3.00076, 9.97483, 9.97483
-79.8235, 3.00076, 9.97475, 9.97475
-79.7737, 3.00077, 9.97467, 9.97467
-79.7238, 3.00077, 9.97459, 9.97459
-79.6739, 3.00078, 9.97452, 9.97452
-79.624, 3.00078, 9.97444, 9.97444
-79.5742, 3.00078, 9.97436, 9.97436
-79.5243, 3.00079, 9.97428, 9.97428
-79.4744, 3.00079, 9.9742, 9.9742
-79.4246, 3.0008, 9.97412, 9.97412
-79.3747, 3.0008, 9.97404, 9.97404
-79.3248, 3.00081, 9.97396, 9.97396
-79.2749, 3.00081, 9.97388, 9.97388
-79.2251, 3.00081, 9.9738, 9.9738
-79.1752, 3.00082, 9.97373, 9.97373
-79.1253, 3.00082, 9.97365, 9.97365
-79.0755, 3.00083, 9.97357, 9.97357
-79.0256, 3.00083, 9.97349, 9.97349
-78.9757, 3.00084, 9.97341, 9.97341
-78.9259, 3.00084, 9.97333, 9.97333
-78.876, 3.00085, 9.97325, 9.97325
-78.8261, 3.00085, 9.97317, 9.97317
-78.7763, 3.00086, 9.97309, 9.97309
-78.7264, 3.00086, 9.97301, 9.97301
-78.6765, 3.00086, 9.97293, 9.97293
-78.6267, 3.00087, 9.97284, 9.97284
-78.5768, 3.00087, 9.97276, 9.97276
-78.5269, 3.00088, 9.97268, 9.97268
-78.4771, 3.00088, 9.9726, 9.9726
-78.4272, 3.00089, 9.97252, 9.97252
-78.3773, 3.00089, 9.97244, 9.97244
-78.3275, 3.0009, 9.97236, 9.97236
-78.2776, 3.0009, 9.97228, 9.97228
-78.2278, 3.00091, 9.9722, 9.9722
-78.1779, 3.00091, 9.97211, 9.97211
-78.1281, 3.00092, 9.97203, 9.97203
-78.0782, 3.00092, 9.97195, 9.97195
-78.0283, 3.00093, 9.97187, 9.97187
-77.9785, 3.00093, 9.97179, 9.97179
-77.9286, 3.00094, 9.9717, 9.9717
-77.8788, 3.00094, 9.97162, 9.97162
-77.8289, 3.00095, 9.97154, 9.97154
-77.779, 3.00095, 9.97146, 9.97146
-77.7292, 3.00095, 9.97138, 9.97138
-77.6793, 3.00096, 9.97129, 9.97129
-77.6295, 3.00096, 9.97121, 9.97121
-77.5796, 3.00097, 9.97113, 9.97113
-77.5298, 3.00097, 9.97104, 9.97104
-77.4799, 3.00098, 9.97096, 9.97096
-77.43, 3.00098, 9.97088, 9.97088
-77.3802, 3.00099, 9.9708, 9.9708
-77.3303, 3.00099, 9.97071, 9.97071
-77.2805, 3.001, 9.97063, 9.97063
-77.2306, 3.001, 9.97055, 9.97055
-77.1808, 3.00101, 9.97046, 9.97046
-77.1309, 3.00101, 9.97038, 9.97038
-77.0811, 3.00102, 9.97029, 9.97029
-77.0312, 3.00102, 9.97021, 9.97021
-76.9814, 3.00103, 9.97013, 9.97013
-76.9315, 3.00104, 9.97004, 9.97004
-76.8817, 3.00104, 9.96996, 9.96996
-76.8318, 3.00105, 9.96987, 9.96987
-76.782, 3.00105, 9.96979, 9.96979
-76.7321, 3.00106, 9.9697, 9.9697
-76.6823, 3.00106, 9.96962, 9.96962
-76.6324, 3.00107, 9.96953, 9.96953
-76.5826, 3.00107, 9.96945, 9.96945
-76.5327, 3.00108, 9.96937, 9.96937
-76.4829, 3.00108, 9.96928, 9.96928
-76.433, 3.00109, 9.9692, 9.9692
-76.3832, 3.00109, 9.96911, 9.96911
-76.3333, 3.0011, 9.96902, 9.96902
-76.2835, 3.0011, 9.96894, 9.96894
-76.2337, 3.00111, 9.96885, 9.96885
-76.1838, 3.00111, 9.96877, 9.96877
-76.134, 3.00112, 9.96868, 9.96868
-76.0841, 3.00113, 9.96859, 9.96859
-76.0343, 3.00113, 9.96851, 9.96851
-75.9844, 3.00114, 9.96842, 9.96842
-75.9346, 3.00114, 9.96834, 9.96834
-75.8848, 3.00115, 9.96825, 9.96825
-75.8349, 3.00115, 9.96816, 9.96816
-75.7851, 3.00116, 9.96808, 9.96808
-75.7352, 3.00116, 9.96799, 9.96799
-75.6854, 3.00117, 9.9679, 9.9679
-75.6355, 3.00118, 9.96782, 9.96782
-75.5857, 3.00118, 9.96773, 9.96773
-75.5359, 3.00119, 9.96764, 9.96764
-75.486, 3.00119, 9.96755, 9.96755
-75.4362, 3.0012, 9.96747, 9.96747
-75.3864, 3.0012, 9.96738, 9.96738
-75.3365, 3.00121, 9.96729, 9.96729
-75.2867, 3.00122, 9.9672, 9.9672
-75.2369, 3.00122, 9.96711, 9.96711
-75.187, 3.00123, 9.96703, 9.96703
-75.1372, 3.00123, 9.96694, 9.96694
-75.0873, 3.00124, 9.96685, 9.96685
-75.0375, 3.00124, 9.96676, 9.96676
-74.9877, 3.00125, 9.96667, 9.96667
-74.9378, 3.00126, 9.96658, 9.96658
-74.888, 3.00126, 9.96649, 9.96649
-74.8382, 3.00127, 9.96641, 9.96641
-74.7883, 3.00127, 9.96632, 9.96632
-74.7385, 3.00128, 9.96623, 9.96623
-74.6887, 3.00129, 9.96614, 9.96614
-74.6388, 3.00129, 9.96605, 9.96605
-74.589, 3.0013, 9.96596, 9.96596
-74.5392, 3.0013, 9.96587, 9.96587
-74.4894, 3.00131, 9.96578, 9.96578
-74.4395, 3.00131, 9.96569, 9.96569
-74.3897, 3.00132, 9.9656, 9.9656
-74.3399, 3.00133, 9.96551, 9.96551
-74.2901, 3.00133, 9.96542, 9.96542
-74.2402, 3.00134, 9.96533, 9.96533
-74.1904, 3.00135, 9.96524, 9.96524
-74.1406, 3.00135, 9.96515, 9.96515
-74.0907, 3.00136, 9.96506, 9.96506
-74.0409, 3.00136, 9.96497, 9.96497
-73.9911, 3.00137, 9.96488, 9.96488
-73.9413, 3.00138, 9.96478, 9.96478
-73.8914, 3.00138, 9.96469, 9.96469
-73.8416, 3.00139, 9.9646, 9.9646
-73.7918, 3.00139, 9.96451, 9.96451
-73.742, 3.0014, 9.96442, 9.96442
-73.6922, 3.00141, 9.96433, 9.96433
-73.6423, 3.00141, 9.96423, 9.96423
-73.5925, 3.00142, 9.96414, 9.96414
-73.5427, 3.00143, 9.96405, 9.96405
-73.4929, 3.00143, 9.96396, 9.96396
-73.4431, 3.00144, 9.96387, 9.96387
-73.3932, 3.00145, 9.96377, 9.96377
-73.3434, 3.00145, 9.96368, 9.96368
-73.2936, 3.00146, 9.96359, 9.96359
-73.2438, 3.00146, 9.9635, 9.9635
-73.194, 3.00147, 9.9634, 9.9634
-73.1441, 3.00148, 9.96331, 9.96331
-73.0943, 3.00148, 9.96322, 9.96322
-73.0445, 3.00149, 9.96312, 9.96312
-72.9947, 3.0015, 9.96303, 9.96303
-72.9449, 3.0015, 9.96294, 9.96294
-72.8951, 3.00151, 9.96284, 9.96284
-72.8453, 3.00152, 9.96275, 9.96275
-72.7954, 3.00152, 9.96265, 9.96265
-72.7456, 3.00153, 9.96256, 9.96256
-72.6958, 3.00154, 9.96247, 9.96247
-72.646, 3.00154, 9.96237, 9.96237
-72.5962, 3.00155, 9.96228, 9.96228
-72.5464, 3.00156, 9.96218, 9.96218
-72.4966, 3.00156, 9.96209, 9.96209
-72.4468, 3.00157, 9.96199, 9.96199
-72.3969, 3.00158, 9.9619, 9.9619
-72.3471, 3.00158, 9.9618, 9.9618
-72.2973, 3.00159, 9.96171, 9.96171
-72.2475, 3.0016, 9.96161, 9.96161
-72.1977, 3.0016, 9.96152, 9.96152
-72.1479, 3.00161, 9.96142, 9.96142
-72.0981, 3.00162, 9.96133, 9.96133
-72.0483, 3.00163, 9.96123, 9.96123
-71.9985, 3.00163, 9.96113, 9.96113
-71.9487, 3.00164, 9.96104, 9.96104
-71.8989, 3.00165, 9.96094, 9.96094
-71.8491, 3.00165, 9.96084, 9.96084
-71.7993, 3.00166, 9.96075, 9.96075
-71.7495, 3.00167, 9.96065, 9.96065
-71.6997, 3.00167, 9.96055, 9.96055
-71.6498, 3.00168, 9.96046, 9.96046
-71.6, 3.00169, 9.96036, 9.96036
-71.5502, 3.0017, 9.96026, 9.96026
-71.5004, 3.0017, 9.96017, 9.96017
-71.4506, 3.00171, 9.96007, 9.96007
-71.4008, 3.00172, 9.95997, 9.95997
-71.351, 3.00172, 9.95987, 9.95987
-71.3012, 3.00173, 9.95977, 9.95977
-71.2514, 3.00174, 9.95968, 9.95968
-71.2017, 3.00175, 9.95958, 9.95958
-71.1519, 3.00175, 9.95948, 9.95948
-71.1021, 3.00176, 9.95938, 9.95938
-71.0523, 3.00177, 9.95928, 9.95928
-71.0025, 3.00178, 9.95918, 9.95918
-70.9527, 3.00178, 9.95908, 9.95908
-70.9029, 3.00179, 9.95899, 9.95899
-70.8531, 3.0018, 9.95889, 9.95889
-70.8033, 3.00181, 9.95879, 9.95879
-70.7535, 3.00181, 9.95869, 9.95869
-70.7037, 3.00182, 9.95859, 9.95859
-70.6539, 3.00183, 9.95849, 9.95849
-70.6041, 3.00183, 9.95839, 9.95839
-70.5543, 3.00184, 9.95829, 9.95829
-70.5045, 3.00185, 9.95819, 9.95819
-70.4547, 3.00186, 9.95809, 9.95809
-70.4049, 3.00187, 9.95799, 9.95799
-70.3552, 3.00187, 9.95789, 9.95789
-70.3054, 3.00188, 9.95779, 9.95779
-70.2556, 3.00189, 9.95769, 9.95769
-70.2058, 3.0019, 9.95758, 9.95758
-70.156, 3.0019, 9.95748, 9.95748
-70.1062, 3.00191, 9.95738, 9.95738
-70.0564, 3.00192, 9.95728, 9.95728
-70.0066, 3.00193, 9.95718, 9.95718
-69.9568, 3.00193, 9.95708, 9.95708
-69.9071, 3.00194, 9.95697, 9.95697
-69.8573, 3.00195, 9.95687, 9.95687
-69.8075, 3.00196, 9.95677, 9.95677
-69.7577, 3.00197, 9.95667, 9.95667
-69.7079, 3.00197, 9.95657, 9.95657
-69.6581, 3.00198, 9.95646, 9.95646
-69.6084, 3.00199, 9.95636, 9.95636
-69.5586, 3.002, 9.95626, 9.95626
-69.5088, 3.00201, 9.95615, 9.95615
-69.459, 3.00201, 9.95605, 9.95605
-69.4092, 3.00202, 9.95595, 9.95595
-69.3595, 3.00203, 9.95584, 9.95584
-69.3097, 3.00204, 9.95574, 9.95574
-69.2599, 3.00205, 9.95564, 9.95564
-69.2101, 3.00205, 9.95553, 9.95553
-69.1603, 3.00206, 9.95543, 9.95543
-69.1106, 3.00207, 9.95533, 9.95533
-69.0608, 3.00208, 9.95522, 9.95522
-69.011, 3.00209, 9.95512, 9.95512
-68.9612, 3.0021, 9.95501, 9.95501
-68.9115, 3.0021, 9.95491, 9.95491
-68.8617, 3.00211, 9.9548, 9.9548
-68.8119, 3.00212, 9.9547, 9.9547
-68.7621, 3.00213, 9.95459, 9.95459
-68.7124, 3.00214, 9.95449, 9.95449
-68.6626, 3.00215, 9.95438, 9.95438
-68.6128, 3.00215, 9.95427, 9.95427
-68.563, 3.00216, 9.95417, 9.95417
-68.5133, 3.00217, 9.95406, 9.95406
-68.4635, 3.00218, 9.95396, 9.95396
